collection,industry,case_id,subject,scene,model,status,image,prompt,reference_image,reference_url,tags
Film & TV,Film & TV,FTV-64,Taiwan family drama,Apartment balcony relationship poster,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-64.png,"Create a vertical poster for a Taiwanese family drama. Three siblings stand on different balconies of an old Taipei apartment block at sunset, mother watching from a kitchen window, emotional distance, soft realism. Include exactly one Traditional Chinese title: 巷口的晚風. No subtitle, no logos, no extra text.",,,Film & TV; China; Taiwan; Family drama; Drama; Poster & Key Art; Chinese text; Traditional Chinese text; Multilingual text test
Film & TV,Film & TV,FTV-64,Taiwan family drama,Apartment balcony relationship poster,wan2.7-image,ok,assets/wan2.7-image_FTV-64.png,"Create a vertical poster for a Taiwanese family drama. Three siblings stand on different balconies of an old Taipei apartment block at sunset, mother watching from a kitchen window, emotional distance, soft realism. Include exactly one Traditional Chinese title: 巷口的晚風. No subtitle, no logos, no extra text.",,,Film & TV; China; Taiwan; Family drama; Drama; Poster & Key Art; Chinese text; Traditional Chinese text; Multilingual text test
Film & TV,Film & TV,FTV-65,Mongolian frontier drama,Steppe horse camp key frame,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-65.png,"Create a cinematic key frame for a Mongolian frontier family drama. A young horse trainer and her grandfather repair a saddle beside a ger at dawn, vast steppe, practical clothing, horses grazing, quiet emotional realism, no text, no logos.",,,Film & TV; Mongolia; Family drama; Drama; Production Still; No-text production asset
Film & TV,Film & TV,FTV-65,Mongolian frontier drama,Steppe horse camp key frame,wan2.7-image,ok,assets/wan2.7-image_FTV-65.png,"Create a cinematic key frame for a Mongolian frontier family drama. A young horse trainer and her grandfather repair a saddle beside a ger at dawn, vast steppe, practical clothing, horses grazing, quiet emotional realism, no text, no logos.",,,Film & TV; Mongolia; Family drama; Drama; Production Still; No-text production asset
Film & TV,Film & TV,FTV-66,Kazakh road movie,Desert highway car interior still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-66.png,"Create a production still for a Kazakh road movie. Two sisters sit in an old sedan parked beside a vast desert highway at sunset, one holding a paper map with no readable marks, distant mountains, dusty windshield, understated emotion, no text, no logos.",,,Film & TV; Kazakhstan; Production Still; No-text production asset
Film & TV,Film & TV,FTV-66,Kazakh road movie,Desert highway car interior still,wan2.7-image,ok,assets/wan2.7-image_FTV-66.png,"Create a production still for a Kazakh road movie. Two sisters sit in an old sedan parked beside a vast desert highway at sunset, one holding a paper map with no readable marks, distant mountains, dusty windshield, understated emotion, no text, no logos.",,,Film & TV; Kazakhstan; Production Still; No-text production asset
Film & TV,Film & TV,FTV-67,Uzbek silk road historical,Market set extension frame,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-67.png,"Create a production concept frame for an Uzbek Silk Road historical drama. Practical foreground market set with merchants, ceramics, textiles, bread ovens, and a digital set extension of Samarkand-inspired architecture in the distance. Warm dust light, respectful historical detail, no readable text, no logos.",,,Film & TV; Uzbekistan; Drama; Historical; Set Extension; No-text production asset
Film & TV,Film & TV,FTV-67,Uzbek silk road historical,Market set extension frame,wan2.7-image,ok,assets/wan2.7-image_FTV-67.png,"Create a production concept frame for an Uzbek Silk Road historical drama. Practical foreground market set with merchants, ceramics, textiles, bread ovens, and a digital set extension of Samarkand-inspired architecture in the distance. Warm dust light, respectful historical detail, no readable text, no logos.",,,Film & TV; Uzbekistan; Drama; Historical; Set Extension; No-text production asset
Film & TV,Film & TV,FTV-68,Pakistani social drama,Lahore wedding family still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-68.png,"Create a realistic production still for a Pakistani social drama during a Lahore wedding. Bride's sister and groom's mother exchange a tense glance in a decorated courtyard, family members in background, elegant shalwar kameez, warm fairy lights, natural acting, no readable banners, no logos.",,,Film & TV; Pakistan; Family drama; Drama; Production Still
Film & TV,Film & TV,FTV-68,Pakistani social drama,Lahore wedding family still,wan2.7-image,ok,assets/wan2.7-image_FTV-68.png,"Create a realistic production still for a Pakistani social drama during a Lahore wedding. Bride's sister and groom's mother exchange a tense glance in a decorated courtyard, family members in background, elegant shalwar kameez, warm fairy lights, natural acting, no readable banners, no logos.",,,Film & TV; Pakistan; Family drama; Drama; Production Still
Film & TV,Film & TV,FTV-69,Bangladeshi river drama,Monsoon ferry ensemble still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-69.png,"Create a cinematic still for a Bangladeshi river drama during monsoon season. A ferry captain, garment worker, student, and grandmother wait under tarps on a crowded river ferry, grey sky, wet fabric, humanistic tone, no readable signs, no logos.",,,Film & TV; Bangladesh; Drama; Production Still
Film & TV,Film & TV,FTV-69,Bangladeshi river drama,Monsoon ferry ensemble still,wan2.7-image,ok,assets/wan2.7-image_FTV-69.png,"Create a cinematic still for a Bangladeshi river drama during monsoon season. A ferry captain, garment worker, student, and grandmother wait under tarps on a crowded river ferry, grey sky, wet fabric, humanistic tone, no readable signs, no logos.",,,Film & TV; Bangladesh; Drama; Production Still
Film & TV,Film & TV,FTV-70,Ethiopian historical drama,Highland palace council scene,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-70.png,"Create a production still for an Ethiopian historical drama in a highland palace council chamber. Noblewoman advisor, young ruler, and veteran general discuss a map with no readable markings, woven textiles, carved wood, warm window light, respectful historical inspiration, no text, no logos.",,,Film & TV; Ethiopia; Drama; Historical; Production Still; No-text production asset
Film & TV,Film & TV,FTV-70,Ethiopian historical drama,Highland palace council scene,wan2.7-image,ok,assets/wan2.7-image_FTV-70.png,"Create a production still for an Ethiopian historical drama in a highland palace council chamber. Noblewoman advisor, young ruler, and veteran general discuss a map with no readable markings, woven textiles, carved wood, warm window light, respectful historical inspiration, no text, no logos.",,,Film & TV; Ethiopia; Drama; Historical; Production Still; No-text production asset
Film & TV,Film & TV,FTV-71,Moroccan noir,Casablanca rooftop thriller still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-71.png,"Create a realistic production still for a Moroccan noir thriller in Casablanca. A Moroccan private investigator meets a French-Moroccan journalist on a rooftop overlooking white apartment blocks at dusk, Atlantic haze, restrained costumes, tense conversation, no readable signs, no logos.",,,Film & TV; France; Morocco; Thriller; Noir; Production Still
Film & TV,Film & TV,FTV-71,Moroccan noir,Casablanca rooftop thriller still,wan2.7-image,ok,assets/wan2.7-image_FTV-71.png,"Create a realistic production still for a Moroccan noir thriller in Casablanca. A Moroccan private investigator meets a French-Moroccan journalist on a rooftop overlooking white apartment blocks at dusk, Atlantic haze, restrained costumes, tense conversation, no readable signs, no logos.",,,Film & TV; France; Morocco; Thriller; Noir; Production Still
Film & TV,Film & TV,FTV-72,South African township detective,Johannesburg community case still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-72.png,"Create a respectful production still for a South African township detective series. A Black female detective speaks with a community elder outside a small clinic in Johannesburg, children playing nearby, late afternoon light, grounded social mystery tone, no weapons, no readable text, no logos.",,,Film & TV; South Africa; Crime; Drama; Mystery; Production Still; No-text production asset
Film & TV,Film & TV,FTV-72,South African township detective,Johannesburg community case still,wan2.7-image,ok,assets/wan2.7-image_FTV-72.png,"Create a respectful production still for a South African township detective series. A Black female detective speaks with a community elder outside a small clinic in Johannesburg, children playing nearby, late afternoon light, grounded social mystery tone, no weapons, no readable text, no logos.",,,Film & TV; South Africa; Crime; Drama; Mystery; Production Still; No-text production asset
Film & TV,Film & TV,FTV-73,Kenyan tech thriller,Nairobi startup surveillance board,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-73.png,"Create a production design board for a Kenyan tech thriller set in Nairobi. Six clean tiles: startup office at night, motorcycle courier, blank phone UI, rooftop antenna, data center hallway, protagonist close-up. Contemporary African tech tone, green and amber color grade, plain separators only, no labels, no text, no logos.",,,Film & TV; Kenya; Thriller; Production Board; Set Design; No-text production asset
Film & TV,Film & TV,FTV-73,Kenyan tech thriller,Nairobi startup surveillance board,wan2.7-image,ok,assets/wan2.7-image_FTV-73.png,"Create a production design board for a Kenyan tech thriller set in Nairobi. Six clean tiles: startup office at night, motorcycle courier, blank phone UI, rooftop antenna, data center hallway, protagonist close-up. Contemporary African tech tone, green and amber color grade, plain separators only, no labels, no text, no logos.",,,Film & TV; Kenya; Thriller; Production Board; Set Design; No-text production asset
Film & TV,Film & TV,FTV-74,Roma family road drama,Traveling music family poster,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-74.png,"Create a respectful vertical poster for a Roma family road drama in contemporary Europe. A grandmother violinist, teenage singer, and younger sibling stand beside a modest van at sunrise after a performance, lived-in clothing, musical instruments, tenderness and resilience, no readable text, no logos.",,,Film & TV; Roma; Family drama; Drama; Music; Poster & Key Art; No-text production asset
Film & TV,Film & TV,FTV-74,Roma family road drama,Traveling music family poster,wan2.7-image,ok,assets/wan2.7-image_FTV-74.png,"Create a respectful vertical poster for a Roma family road drama in contemporary Europe. A grandmother violinist, teenage singer, and younger sibling stand beside a modest van at sunrise after a performance, lived-in clothing, musical instruments, tenderness and resilience, no readable text, no logos.",,,Film & TV; Roma; Family drama; Drama; Music; Poster & Key Art; No-text production asset
Advertising & E-commerce,Advertising & E-commerce,MKT-08,Food delivery,App campaign key visual (no text),wan2.7-image,ok,assets/wan2.7-image_MKT-08.png,"Create a bright app marketing key visual for a fictional food delivery service. Show a realistic smartphone mockup with a completely blank white app screen, colorful bowls of noodles, salad, and juice arranged around it, top-down commercial composition, energetic but realistic food photography, clean negative space for later design overlay. Absolutely no text, no letters, no logos, no icons, no UI labels.",,,Advertising & E-commerce; Food delivery; No-text production asset
Film & TV,Film & TV,FTV-05,Japanese sports anime,Basketball anime team key visual blank title,wan2.7-image,ok,assets/wan2.7-image_FTV-05.png,"Create an original Japanese sports anime key visual for a high school basketball series, not any existing franchise. Five teen players sprint across an indoor court, dynamic perspective, clean cel animation, sharp jersey silhouettes, dramatic arena lights, strong sports energy. Leave clean empty space at the top for later Japanese title design. No text, no letters, no logos.",,,Film & TV; Japan; Legal; Sports; Japanese text; Multilingual text test; No-text production asset
Film & TV,Film & TV,FTV-15,Turkish dizi,Historic waterfront romance key art blank title,wan2.7-image,ok,assets/wan2.7-image_FTV-15.png,"Create a vertical key art poster for a Turkish dizi romance set on the Bosphorus. A Turkish architect and a widowed restaurant owner stand on opposite sides of a ferry deck at golden hour, Istanbul skyline in the distance, emotional restraint, elegant wardrobe, premium serialized drama tone. Leave clean empty title space. No text, no letters, no logos.",,,Film & TV; Turkey; Romance; Drama; Poster & Key Art; No-text production asset
Film & TV,Film & TV,FTV-26,Mexican supernatural mystery,Day of the Dead mystery poster blank title,wan2.7-image,ok,assets/wan2.7-image_FTV-26.png,"Create a vertical poster for a Mexican supernatural mystery series. A Mexican forensic photographer stands in a quiet cemetery during Dia de Muertos dawn, marigold paths, family candles, faint ghostly silhouette in the background, elegant mystery tone, respectful cultural detail. Leave a clean blank title area for later Spanish typography. No text, no letters, no logos.",,,Film & TV; Spain; Mexico; Family drama; Mystery; Poster & Key Art; No-text production asset
Film & TV,Film & TV,FTV-31,Arab Gulf luxury drama,Dubai corporate family poster blank title,wan2.7-image,ok,assets/wan2.7-image_FTV-31.png,"Create a vertical poster for an Arab Gulf corporate family drama. A Gulf Arab businesswoman in elegant modern modest fashion stands in a glass boardroom overlooking Dubai at sunset, two rival relatives reflected behind her, premium family power struggle tone. Leave a clean blank title area for later Arabic typography. No text, no letters, no logos.",,,Film & TV; Gulf; Family drama; Drama; Poster & Key Art; No-text production asset
Advertising & E-commerce,Advertising & E-commerce,MKT-14,Social commerce,UGC lifestyle ad frame (no text),qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_MKT-14.png,"Create a realistic user-generated-content style ecommerce ad frame for a fictional insulated travel mug. A young adult hand holds the mug near a train station cafe table, natural candid lighting, authentic lifestyle photography, shallow depth of field, realistic hand anatomy, clean mug surface. No text, no captions, no logos, no labels, no watermark.",,,Advertising & E-commerce; Social commerce; No-text production asset
Advertising & E-commerce,Advertising & E-commerce,MKT-12,Consumer electronics,Arabic electronics campaign blank title,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_MKT-12.png,"Create a premium ecommerce campaign visual for a fictional compact wireless speaker. Show a matte black speaker on a warm desert-inspired beige background with subtle abstract sound waves and a clean blank headline area at the top for later Arabic typography. Photorealistic product lighting, polished commercial composition. No text, no letters, no logos, no symbols.",,,Advertising & E-commerce; Consumer electronics; No-text production asset
Advertising & E-commerce,Advertising & E-commerce,MKT-12,Consumer electronics,Arabic electronics campaign blank title,wan2.7-image,ok,assets/wan2.7-image_MKT-12.png,"Create a premium ecommerce campaign visual for a fictional compact wireless speaker. Show a matte black speaker on a warm desert-inspired beige background with subtle abstract sound waves and a clean blank headline area at the top for later Arabic typography. Photorealistic product lighting, polished commercial composition. No text, no letters, no logos, no symbols.",,,Advertising & E-commerce; Consumer electronics; No-text production asset
Film & TV,Film & TV,FTV-11,Middle Eastern historical drama,Arabic historical palace poster blank title,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-11.png,"Create a vertical poster for a Middle Eastern historical court drama. An Arab scholar and a royal guard stand in a moonlit palace archive with brass lamps, geometric screens, parchment maps, and political intrigue mood. Rich but respectful production design. Leave a clean blank title area at the top for later Arabic typography. No text, no letters, no logos.",,,Film & TV; MENA; Drama; Historical; Legal; Political; Poster & Key Art; Set Design; No-text production asset
Film & TV,Film & TV,FTV-11,Middle Eastern historical drama,Arabic historical palace poster blank title,wan2.7-image,ok,assets/wan2.7-image_FTV-11.png,"Create a vertical poster for a Middle Eastern historical court drama. An Arab scholar and a royal guard stand in a moonlit palace archive with brass lamps, geometric screens, parchment maps, and political intrigue mood. Rich but respectful production design. Leave a clean blank title area at the top for later Arabic typography. No text, no letters, no logos.",,,Film & TV; MENA; Drama; Historical; Legal; Political; Poster & Key Art; Set Design; No-text production asset
Film & TV,Film & TV,FTV-18,Thai BL drama,University romance character poster blank title,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-18.png,"Create a vertical character poster for a Thai university romance drama. Two Thai male students stand under a campus rain tree, one holding a sketchbook and one carrying a guitar case, gentle emotional tension, soft Bangkok afternoon light, tasteful wardrobe, streaming romance polish. Leave a clean blank area for later Thai title design. No text, no letters, no logos.",,,Film & TV; Thailand; Poland; Romance; Drama; Poster & Key Art; Thai text; Multilingual text test; No-text production asset
Film & TV,Film & TV,FTV-18,Thai BL drama,University romance character poster blank title,wan2.7-image,ok,assets/wan2.7-image_FTV-18.png,"Create a vertical character poster for a Thai university romance drama. Two Thai male students stand under a campus rain tree, one holding a sketchbook and one carrying a guitar case, gentle emotional tension, soft Bangkok afternoon light, tasteful wardrobe, streaming romance polish. Leave a clean blank area for later Thai title design. No text, no letters, no logos.",,,Film & TV; Thailand; Poland; Romance; Drama; Poster & Key Art; Thai text; Multilingual text test; No-text production asset
Education,Education,STEM-08,Biology,Photosynthesis process blank labels,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_STEM-08.png,"Create a scientifically accurate photosynthesis process diagram for a biology textbook. Show sunlight entering a leaf, CO₂ entering the leaf from air, H₂O rising from roots into the leaf, O₂ leaving the leaf, and glucose produced inside the leaf. Add crisp readable labels only: sunlight, CO₂, H₂O, O₂, glucose, chloroplast. Arrow directions must be correct. No extra text.",,,Education; Biology; STEM; Text verified; Science verified; Reviewed
Education,Education,STEM-08,Biology,Photosynthesis process blank labels,wan2.7-image,ok,assets/wan2.7-image_STEM-08.png,"Create a scientifically accurate photosynthesis process diagram for a biology textbook. Show sunlight entering a leaf, CO₂ entering the leaf from air, H₂O rising from roots into the leaf, O₂ leaving the leaf, and glucose produced inside the leaf. Add crisp readable labels only: sunlight, CO₂, H₂O, O₂, glucose, chloroplast. Arrow directions must be correct. No extra text.",,,Education; Biology; STEM; Text verified; Science verified; Reviewed
Education,Education,STEM-09,Biology,DNA replication blank labels,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_STEM-09.png,"Create a biologically plausible DNA replication fork diagram with readable labels. Show parental DNA unwinding at a replication fork, helicase, leading strand synthesized continuously toward the fork, lagging strand with Okazaki fragments, DNA polymerase, and 5′ to 3′ direction arrows. Add crisp readable labels for these terms only. No extra pseudo text. Structure must be scientifically consistent.",,,Education; Biology; STEM; Text verified; Science verified; Reviewed
Education,Education,STEM-09,Biology,DNA replication blank labels,wan2.7-image,ok,assets/wan2.7-image_STEM-09.png,"Create a clean DNA replication fork diagram with only four readable labels: helicase, leading strand, lagging strand, DNA polymerase. Show DNA unwinding at the replication fork, leading strand continuous, lagging strand in short fragments, and 5??3? arrows. No other labels, no misspellings.",,,Education; Biology; STEM; Text verified; Science verified; Reviewed
Fashion,Fashion,FSH-01,Size-inclusive e-commerce try-on,"Same linen blazer on petite East Asian model, front catalog view",qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-01.png,"Photorealistic fashion e-commerce try-on image using the reference blazer as the garment inspiration. A petite East Asian woman, about 155 cm, slim build, neutral expression, standing straight in a clean light-gray studio, full body front view, wearing a cream linen single-breasted blazer over a plain white tee and straight dark denim. Accurate garment fit at shoulders and cuffs, natural fabric wrinkles, realistic skin texture, calibrated color, softbox lighting, 70mm lens, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/8/8d/Blazer.JPG,https://commons.wikimedia.org/wiki/File:Blazer.JPG,Fashion; Try-on; E-commerce; Same garment; East Asian; Petite; Womenswear; Front view; Reference
Fashion,Fashion,FSH-01,Size-inclusive e-commerce try-on,"Same linen blazer on petite East Asian model, front catalog view",wan2.7-image,ok,assets/wan2.7-image_FSH-01.png,"Photorealistic fashion e-commerce try-on image using the reference blazer as the garment inspiration. A petite East Asian woman, about 155 cm, slim build, neutral expression, standing straight in a clean light-gray studio, full body front view, wearing a cream linen single-breasted blazer over a plain white tee and straight dark denim. Accurate garment fit at shoulders and cuffs, natural fabric wrinkles, realistic skin texture, calibrated color, softbox lighting, 70mm lens, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/8/8d/Blazer.JPG,https://commons.wikimedia.org/wiki/File:Blazer.JPG,Fashion; Try-on; E-commerce; Same garment; East Asian; Petite; Womenswear; Front view; Reference
Fashion,Fashion,FSH-02,Size-inclusive e-commerce try-on,"Same linen blazer on Black plus-size model, three-quarter catalog view",qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-02.png,"Photorealistic fashion e-commerce try-on image using the reference blazer as garment inspiration. A Black woman, plus-size curvy build, medium-dark skin tone, relaxed confident posture, clean light-gray studio, full body 45-degree three-quarter view, wearing a cream linen single-breasted blazer over a black tank top and tailored black trousers. Show realistic blazer drape over bust and hips, accurate seams, natural hands, soft shadows, true-to-life fabric texture, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/8/8d/Blazer.JPG,https://commons.wikimedia.org/wiki/File:Blazer.JPG,Fashion; Try-on; E-commerce; Same garment; Black model; Plus-size; Womenswear; Three-quarter view; Reference
Fashion,Fashion,FSH-02,Size-inclusive e-commerce try-on,"Same linen blazer on Black plus-size model, three-quarter catalog view",wan2.7-image,ok,assets/wan2.7-image_FSH-02.png,"Photorealistic fashion e-commerce try-on image using the reference blazer as garment inspiration. A Black woman, plus-size curvy build, medium-dark skin tone, relaxed confident posture, clean light-gray studio, full body 45-degree three-quarter view, wearing a cream linen single-breasted blazer over a black tank top and tailored black trousers. Show realistic blazer drape over bust and hips, accurate seams, natural hands, soft shadows, true-to-life fabric texture, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/8/8d/Blazer.JPG,https://commons.wikimedia.org/wiki/File:Blazer.JPG,Fashion; Try-on; E-commerce; Same garment; Black model; Plus-size; Womenswear; Three-quarter view; Reference
Fashion,Fashion,FSH-03,Size-inclusive e-commerce try-on,"Same linen blazer on tall South Asian male model, side fit view",qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-03.png,"Photorealistic fashion e-commerce try-on image using the reference blazer as a unisex garment inspiration. A tall South Asian man, about 188 cm, lean build, warm brown skin tone, standing in a clean light-gray studio, full body side profile with face slightly turned to camera, wearing a cream linen blazer over a light blue shirt and relaxed navy trousers. Accurate shoulder line, sleeve length, lapel structure, realistic fabric tension, commercial catalog lighting, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/8/8d/Blazer.JPG,https://commons.wikimedia.org/wiki/File:Blazer.JPG,Fashion; Try-on; E-commerce; Same garment; South Asian; Menswear; Tall; Side view; Reference
Fashion,Fashion,FSH-03,Size-inclusive e-commerce try-on,"Same linen blazer on tall South Asian male model, side fit view",wan2.7-image,ok,assets/wan2.7-image_FSH-03.png,"Photorealistic fashion e-commerce try-on image using the reference blazer as a unisex garment inspiration. A tall South Asian man, about 188 cm, lean build, warm brown skin tone, standing in a clean light-gray studio, full body side profile with face slightly turned to camera, wearing a cream linen blazer over a light blue shirt and relaxed navy trousers. Accurate shoulder line, sleeve length, lapel structure, realistic fabric tension, commercial catalog lighting, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/8/8d/Blazer.JPG,https://commons.wikimedia.org/wiki/File:Blazer.JPG,Fashion; Try-on; E-commerce; Same garment; South Asian; Menswear; Tall; Side view; Reference
Fashion,Fashion,FSH-04,Size-inclusive e-commerce try-on,"Same navy blazer on older white model, back detail view",qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-04.png,"Photorealistic e-commerce fit image using the reference navy blazer as garment inspiration. An older white woman in her early 60s, average height, natural silver hair, average build, clean light-gray studio, full body back view with head turned slightly toward camera, wearing a navy blazer with ivory knit top and straight gray trousers. Emphasize back seam alignment, shoulder fit, hem length, realistic wool texture, natural posture, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/4/40/Navy_Blazer_%2851011161195%29.jpg,https://commons.wikimedia.org/wiki/File:Navy_Blazer_(51011161195).jpg,Fashion; Try-on; E-commerce; Same garment; Older model; Womenswear; Back view; Reference
Fashion,Fashion,FSH-04,Size-inclusive e-commerce try-on,"Same navy blazer on older white model, back detail view",wan2.7-image,ok,assets/wan2.7-image_FSH-04.png,"Photorealistic e-commerce fit image using the reference navy blazer as garment inspiration. An older white woman in her early 60s, average height, natural silver hair, average build, clean light-gray studio, full body back view with head turned slightly toward camera, wearing a navy blazer with ivory knit top and straight gray trousers. Emphasize back seam alignment, shoulder fit, hem length, realistic wool texture, natural posture, no text, no logos.",https://images.weserv.nl/?url=upload.wikimedia.org/wikipedia/commons/4/40/Navy_Blazer_%2851011161195%29.jpg,https://commons.wikimedia.org/wiki/File:Navy_Blazer_(51011161195).jpg,Fashion; Try-on; E-commerce; Same garment; Older model; Womenswear; Back view; Reference
Fashion,Fashion,FSH-05,Daily outfit matrix,Same model wearing three different everyday outfits,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-05.png,"Create a photorealistic fashion e-commerce outfit matrix with one consistent Latina model, medium tan skin tone, shoulder-length dark hair, average height and athletic build, shown in three adjacent full-body studio panels on the same light-gray background. Panel 1: white button shirt with straight jeans. Panel 2: oatmeal knit sweater with wide-leg trousers. Panel 3: black slip dress with cropped denim jacket. Natural fabric drape, catalog lighting, no text, no logos, consistent identity and proportions across panels.",,,Fashion; Try-on; E-commerce; Same model; Latina; Womenswear; Outfit matrix; Multi-panel
Fashion,Fashion,FSH-05,Daily outfit matrix,Same model wearing three different everyday outfits,wan2.7-image,ok,assets/wan2.7-image_FSH-05.png,"Create a photorealistic fashion e-commerce outfit matrix with one consistent Latina model, medium tan skin tone, shoulder-length dark hair, average height and athletic build, shown in three adjacent full-body studio panels on the same light-gray background. Panel 1: white button shirt with straight jeans. Panel 2: oatmeal knit sweater with wide-leg trousers. Panel 3: black slip dress with cropped denim jacket. Natural fabric drape, catalog lighting, no text, no logos, consistent identity and proportions across panels.",,,Fashion; Try-on; E-commerce; Same model; Latina; Womenswear; Outfit matrix; Multi-panel
Fashion,Fashion,FSH-06,Daily trouser fit matrix,Same model wearing different pants silhouettes,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-06.png,"Create a photorealistic fashion e-commerce pants fit matrix with one consistent Black male model, medium-dark skin tone, short hair, average height, athletic build, shown in four adjacent full-body studio panels on a light-gray background. Each panel uses the same plain white tee and different pants: slim black chinos, relaxed blue denim, pleated olive trousers, wide-leg charcoal wool pants. Accurate waist fit, hem break, realistic fabric folds, natural stance, clean catalog lighting, no text, no logos.",,,Fashion; Try-on; E-commerce; Same model; Black model; Menswear; Pants; Multi-panel
Fashion,Fashion,FSH-06,Daily trouser fit matrix,Same model wearing different pants silhouettes,wan2.7-image,ok,assets/wan2.7-image_FSH-06.png,"Create a photorealistic fashion e-commerce pants fit matrix with one consistent Black male model, medium-dark skin tone, short hair, average height, athletic build, shown in four adjacent full-body studio panels on a light-gray background. Each panel uses the same plain white tee and different pants: slim black chinos, relaxed blue denim, pleated olive trousers, wide-leg charcoal wool pants. Accurate waist fit, hem break, realistic fabric folds, natural stance, clean catalog lighting, no text, no logos.",,,Fashion; Try-on; E-commerce; Same model; Black model; Menswear; Pants; Multi-panel
Fashion,Fashion,FSH-07,Body diversity denim try-on,Same denim styling on mixed body types,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-07.png,"Photorealistic e-commerce denim try-on set with four diverse adult models standing side by side in one clean studio image, evenly spaced and realistically scaled: a short East Asian woman, a tall Black woman, a plus-size white man, and a slim Middle Eastern woman wearing a hijab. Each wears the same indigo straight-leg jeans with simple neutral tops. Front view, accurate jean fit differences at waist, hips, thighs, and hem, soft studio lighting, no logos, no text.",,,Fashion; Try-on; E-commerce; Body diversity; Denim; Modest fashion; Multi-model; Front view
Fashion,Fashion,FSH-07,Body diversity denim try-on,Same denim styling on mixed body types,wan2.7-image,ok,assets/wan2.7-image_FSH-07.png,"Photorealistic e-commerce denim try-on set with four diverse adult models standing side by side in one clean studio image, evenly spaced and realistically scaled: a short East Asian woman, a tall Black woman, a plus-size white man, and a slim Middle Eastern woman wearing a hijab. Each wears the same indigo straight-leg jeans with simple neutral tops. Front view, accurate jean fit differences at waist, hips, thighs, and hem, soft studio lighting, no logos, no text.",,,Fashion; Try-on; E-commerce; Body diversity; Denim; Modest fashion; Multi-model; Front view
Fashion,Fashion,FSH-08,Streetwear try-on,Urban casual outfit for Southeast Asian market,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FSH-08.png,"Photorealistic streetwear lookbook shot for Southeast Asian urban consumers. A Thai male model with medium tan skin tone, compact athletic build, standing on a shaded Bangkok side street after light rain, wearing an oversized charcoal utility overshirt, white tee, cropped black cargo pants, and clean sneakers. Natural humid light, realistic pavement reflections, candid 35mm lens, commercial fashion styling, no brand logos, no text.",,,Fashion; Try-on; Streetwear; Southeast Asia; Menswear; Lookbook; Location
Fashion,Fashion,FSH-08,Streetwear try-on,Urban casual outfit for Southeast Asian market,wan2.7-image,ok,assets/wan2.7-image_FSH-08.png,"Photorealistic streetwear lookbook shot for Southeast Asian urban consumers. A Thai male model with medium tan skin tone, compact athletic build, standing on a shaded Bangkok side street after light rain, wearing an oversized charcoal utility overshirt, white tee, cropped black cargo pants, and clean sneakers. Natural humid light, realistic pavement reflections, candid 35mm lens, commercial fashion styling, no brand logos, no text.",,,Fashion; Try-on; Streetwear; Southeast Asia; Menswear; Lookbook; Location
